datetime,portfolio_value,cash,return
2023-01-03 09:30:00-05:00,100000.0,100000.0,
2023-01-03 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-03 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-03 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-04 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-04 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-04 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-04 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-05 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-05 12:30:00-05:00,100000.0,149976.47018432617,0.0
2023-01-05 15:30:00-05:00,100000.0,225106.66046142578,0.0
2023-01-05 18:30:00-05:00,100000.0,337636.46087646484,0.0
2023-01-06 09:30:00-05:00,99131.2261352539,337636.46087646484,-0.008687738647460974
2023-01-06 12:30:00-05:00,99131.2261352539,506383.8971557617,0.0
2023-01-06 15:30:00-05:00,99131.2261352539,759505.051574707,0.0
2023-01-06 18:30:00-05:00,99131.2261352539,1139186.783203125,0.0
2023-01-09 09:30:00-05:00,81879.38555908203,1139186.783203125,-0.17403033583619343
2023-01-09 12:30:00-05:00,81879.38555908203,1139186.783203125,0.0
2023-01-09 15:30:00-05:00,81879.38555908203,1139186.783203125,0.0
2023-01-09 18:30:00-05:00,81879.38555908203,1139186.783203125,0.0
2023-01-10 09:30:00-05:00,90458.29498291016,1139186.783203125,0.10477496094102712
2023-01-10 12:30:00-05:00,90458.29498291016,1139186.783203125,0.0
2023-01-10 15:30:00-05:00,90458.29498291016,1139186.783203125,0.0
2023-01-10 18:30:00-05:00,90458.29498291016,1139186.783203125,0.0
2023-01-11 09:30:00-05:00,79656.40231323242,1139186.783203125,-0.11941295899639148
2023-01-11 12:30:00-05:00,79656.40231323242,1139186.783203125,0.0
2023-01-11 15:30:00-05:00,79656.40231323242,1139186.783203125,0.0
2023-01-11 18:30:00-05:00,79656.40231323242,1139186.783203125,0.0
2023-01-12 09:30:00-05:00,71891.48791503906,1139186.783203125,-0.09748010420630637
2023-01-12 12:30:00-05:00,71891.48791503906,1139186.783203125,0.0
2023-01-12 15:30:00-05:00,71891.48791503906,1139186.783203125,0.0
2023-01-12 18:30:00-05:00,71891.48791503906,1139186.783203125,0.0
2023-01-13 09:30:00-05:00,77276.81173706055,1139186.783203125,0.0749090605606304
2023-01-13 12:30:00-05:00,77276.81173706055,1708636.4293518066,0.0
2023-01-13 15:30:00-05:00,77276.81173706055,2562980.47857666,0.0
2023-01-13 18:30:00-05:00,77276.81173706055,3844326.9724121094,0.0
2023-01-17 09:30:00-05:00,41734.61511230469,3844326.9724121094,-0.4599335276109803
2023-01-17 12:30:00-05:00,41734.61511230469,3844326.9724121094,0.0
2023-01-17 15:30:00-05:00,41734.61511230469,3844326.9724121094,0.0
2023-01-17 18:30:00-05:00,41734.61511230469,3844326.9724121094,0.0
2023-01-18 09:30:00-05:00,72722.90106201172,3844326.9724121094,0.7425080084318474
2023-01-18 12:30:00-05:00,72722.90106201172,5766632.783874512,0.0
2023-01-18 15:30:00-05:00,72722.90106201172,8649921.716064453,0.0
2023-01-18 18:30:00-05:00,72722.90106201172,12975024.899353027,0.0
2023-01-19 09:30:00-05:00,396069.2321166992,12975024.899353027,4.446279319618535
2023-01-19 12:30:00-05:00,396069.2321166992,12975024.899353027,0.0
2023-01-19 15:30:00-05:00,396069.2321166992,12975024.899353027,0.0
2023-01-19 18:30:00-05:00,396069.2321166992,12975024.899353027,0.0
2023-01-20 09:30:00-05:00,405187.9010620117,12975024.899353027,0.023022916717311936
2023-01-20 12:30:00-05:00,405187.9010620117,12975024.899353027,0.0
2023-01-20 15:30:00-05:00,405187.9010620117,12975024.899353027,0.0
2023-01-20 18:30:00-05:00,405187.9010620117,12975024.899353027,0.0
2023-01-23 09:30:00-05:00,247504.68658935465,12964386.019353027,-0.38916071792707485
2023-01-23 12:30:00-05:00,247504.68658935465,12964386.019353027,0.0
2023-01-23 15:30:00-05:00,247504.68658935465,12964386.019353027,0.0
2023-01-23 18:30:00-05:00,247504.68658935465,12964386.019353027,0.0
2023-01-24 09:30:00-05:00,237246.1840258781,12964386.019353027,-0.041447710363953116
2023-01-24 12:30:00-05:00,237246.1840258781,12964386.019353027,0.0
2023-01-24 15:30:00-05:00,237246.1840258781,12964386.019353027,0.0
2023-01-24 18:30:00-05:00,237246.1840258781,12964386.019353027,0.0
2023-01-25 09:30:00-05:00,264603.350407714,12964386.019353027,0.11531130203068685
2023-01-25 12:30:00-05:00,264603.350407714,12964386.019353027,0.0
2023-01-25 15:30:00-05:00,264603.350407714,12964386.019353027,0.0
2023-01-25 18:30:00-05:00,264603.350407714,12964386.019353027,0.0
2023-01-26 09:30:00-05:00,104639.35553466715,12964386.019353027,-0.6045425903586118
2023-01-26 12:30:00-05:00,104639.35553466715,12964386.019353027,0.0
2023-01-26 15:30:00-05:00,104639.35553466715,12964386.019353027,0.0
2023-01-26 18:30:00-05:00,104639.35553466715,12964386.019353027,0.0
2023-01-27 09:30:00-05:00,68543.85126220621,12964386.019353027,-0.3449515154984154
2023-01-27 12:30:00-05:00,68543.85126220435,19446586.50278198,-2.7200464103316335e-14
2023-01-27 15:30:00-05:00,68543.85126220435,29169717.527928464,0.0
2023-01-27 18:30:00-05:00,68543.85126220435,43754414.06564819,0.0
2023-01-30 09:30:00-05:00,189536.26550780982,43754414.06564819,1.7651826096372512
2023-01-30 12:30:00-05:00,189536.26550780982,43754414.06564819,0.0
2023-01-30 15:30:00-05:00,189536.26550780982,43754414.06564819,0.0
2023-01-30 18:30:00-05:00,189536.26550780982,43754414.06564819,0.0
2023-01-31 09:30:00-05:00,300229.280034177,43754414.06564819,0.5840202360735345
2023-01-31 12:30:00-05:00,300229.280034177,43754414.06564819,0.0
2023-01-31 15:30:00-05:00,300229.280034177,43754414.06564819,0.0
2023-01-31 18:30:00-05:00,300229.280034177,43754414.06564819,0.0
2023-02-01 09:30:00-05:00,104583.89413940161,43754414.06564819,-0.6516532493849495
2023-02-01 12:30:00-05:00,104583.89413940161,43754414.06564819,0.0
2023-02-01 15:30:00-05:00,104583.89413940161,43754414.06564819,0.0
2023-02-01 18:30:00-05:00,104583.89413940161,43754414.06564819,0.0
2023-02-02 09:30:00-05:00,-203046.8413342312,43754414.06564819,-2.941473331099975
2023-02-02 12:30:00-05:00,-203046.8413342312,43754414.06564819,0.0
2023-02-02 15:30:00-05:00,-203046.8413342312,43754414.06564819,0.0
2023-02-02 18:30:00-05:00,-203046.8413342312,43754414.06564819,0.0
2023-02-03 09:30:00-05:00,149634.9297534153,43754414.06564819,-1.7369478331706936
2023-02-03 12:30:00-05:00,149634.9297534153,65631502.41617309,0.0
2023-02-03 15:30:00-05:00,149634.92975342274,98447134.94196045,4.973799150320701e-14
2023-02-03 18:30:00-05:00,149634.92975342274,147670753.115636,0.0
2023-02-06 09:30:00-05:00,637349.1234790087,147670753.115636,3.259360595345419
2023-02-06 12:30:00-05:00,637349.1234790087,221506027.88095582,0.0
