datetime,portfolio_value,cash,return
2023-01-03 09:30:00-05:00,100000.0,100000.0,
2023-01-03 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-03 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-03 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-04 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-04 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-04 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-04 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-05 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-05 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-05 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-05 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-06 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-06 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-06 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-06 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-09 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-09 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-09 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-09 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-10 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-10 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-10 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-10 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-11 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-11 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-11 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-11 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-12 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-12 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-12 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-12 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-13 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-13 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-13 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-13 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-17 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-17 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-17 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-17 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-18 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-18 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-18 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-18 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-19 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-19 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-19 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-19 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-20 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-20 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-20 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-20 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-23 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-23 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-23 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-23 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-24 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-24 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-24 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-24 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-25 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-25 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-25 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-25 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-26 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-26 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-26 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-26 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-27 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-27 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-27 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-27 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-30 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-30 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-30 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-30 18:30:00-05:00,100000.0,100000.0,0.0
2023-01-31 09:30:00-05:00,100000.0,100000.0,0.0
2023-01-31 12:30:00-05:00,100000.0,100000.0,0.0
2023-01-31 15:30:00-05:00,100000.0,100000.0,0.0
2023-01-31 18:30:00-05:00,100000.0,100000.0,0.0
2023-02-01 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-01 12:30:00-05:00,100000.0,100000.0,0.0
2023-02-01 15:30:00-05:00,100000.0,100000.0,0.0
2023-02-01 18:30:00-05:00,100000.0,100000.0,0.0
2023-02-02 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-02 12:30:00-05:00,100000.0,100000.0,0.0
2023-02-02 15:30:00-05:00,100000.0,100000.0,0.0
2023-02-02 18:30:00-05:00,100000.0,100000.0,0.0
2023-02-03 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-03 12:30:00-05:00,100000.0,100000.0,0.0
2023-02-03 15:30:00-05:00,100000.0,100000.0,0.0
2023-02-03 18:30:00-05:00,100000.0,100000.0,0.0
2023-02-06 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-06 12:30:00-05:00,100000.0,100000.0,0.0
2023-02-06 15:30:00-05:00,100000.0,100000.0,0.0
2023-02-06 18:30:00-05:00,100000.0,100000.0,0.0
2023-02-07 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-07 12:30:00-05:00,100000.0,100000.0,0.0
2023-02-07 15:30:00-05:00,100000.0,100000.0,0.0
2023-02-07 18:30:00-05:00,100000.0,100000.0,0.0
2023-02-08 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-08 12:30:00-05:00,100000.0,100000.0,0.0
2023-02-08 15:30:00-05:00,100000.0,100000.0,0.0
2023-02-08 18:30:00-05:00,100000.0,100000.0,0.0
2023-02-09 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-09 12:30:00-05:00,100000.0,100000.0,0.0
2023-02-09 15:30:00-05:00,100000.0,100000.0,0.0
2023-02-09 18:30:00-05:00,100000.0,100000.0,0.0
2023-02-10 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-10 12:30:00-05:00,100000.0,100000.0,0.0
2023-02-10 15:30:00-05:00,100000.0,100000.0,0.0
2023-02-10 18:30:00-05:00,100000.0,100000.0,0.0
2023-02-13 09:30:00-05:00,100000.0,100000.0,0.0
2023-02-13 12:30:00-05:00,100000.0,100000.0,0.0
